Species,Year,Toxicant,Day,Tox_conc,Replicate,Fish_number,Length
Oncorhynchus mykiss,2016,Nitrate,42,40.2,4,6,40.06
Oncorhynchus mykiss,2016,Nitrate,42,40.2,4,7,40.4
Oncorhynchus mykiss,2016,Nitrate,42,40.2,4,8,38.76
Oncorhynchus mykiss,2016,Nitrate,42,40.2,4,9,41.48
Oncorhynchus mykiss,2016,Nitrate,42,40.2,4,10,42.21
Oncorhynchus mykiss,2016,Nitrate,42,82,1,1,41.28
Oncorhynchus mykiss,2016,Nitrate,42,82,1,2,28.43
Oncorhynchus mykiss,2016,Nitrate,42,82,1,3,38.91
Oncorhynchus mykiss,2016,Nitrate,42,82,1,4,43.74
Oncorhynchus mykiss,2016,Nitrate,42,82,1,5,41.66
Oncorhynchus mykiss,2016,Nitrate,42,82,1,6,38.72
Oncorhynchus mykiss,2016,Nitrate,42,82,1,7,41.8
Oncorhynchus mykiss,2016,Nitrate,42,82,1,8,35.36
Oncorhynchus mykiss,2016,Nitrate,42,82,1,9,35.32
Oncorhynchus mykiss,2016,Nitrate,42,82,1,10,37.73
Oncorhynchus mykiss,2016,Nitrate,42,82,2,1,41.49
Oncorhynchus mykiss,2016,Nitrate,42,82,2,2,39.23
Oncorhynchus mykiss,2016,Nitrate,42,82,2,3,40.12
Oncorhynchus mykiss,2016,Nitrate,42,82,2,4,42.8
Oncorhynchus mykiss,2016,Nitrate,42,82,2,5,42.52
Oncorhynchus mykiss,2016,Nitrate,42,82,2,6,37.04
Oncorhynchus mykiss,2016,Nitrate,42,82,2,7,38.06
Oncorhynchus mykiss,2016,Nitrate,42,82,2,8,39.72
Oncorhynchus mykiss,2016,Nitrate,42,82,2,9,37.93
Oncorhynchus mykiss,2016,Nitrate,42,82,2,10,43.11
Oncorhynchus mykiss,2016,Nitrate,42,82,3,1,32.97
Oncorhynchus mykiss,2016,Nitrate,42,82,3,2,41.97
Oncorhynchus mykiss,2016,Nitrate,42,82,3,3,42.75
Oncorhynchus mykiss,2016,Nitrate,42,82,3,4,41.16
Oncorhynchus mykiss,2016,Nitrate,42,82,3,5,43.87
Oncorhynchus mykiss,2016,Nitrate,42,82,3,6,40.17
Oncorhynchus mykiss,2016,Nitrate,42,82,3,7,38.44
Oncorhynchus mykiss,2016,Nitrate,42,82,3,8,40.83
Oncorhynchus mykiss,2016,Nitrate,42,82,3,9,39.31
Oncorhynchus mykiss,2016,Nitrate,42,82,3,10,42.97
Oncorhynchus mykiss,2016,Nitrate,42,82,4,1,40.7
Oncorhynchus mykiss,2016,Nitrate,42,82,4,2,36.24
Oncorhynchus mykiss,2016,Nitrate,42,82,4,3,36.92
Oncorhynchus mykiss,2016,Nitrate,42,82,4,4,40.91
Oncorhynchus mykiss,2016,Nitrate,42,82,4,5,38.25
Oncorhynchus mykiss,2016,Nitrate,42,82,4,6,42.74
Oncorhynchus mykiss,2016,Nitrate,42,82,4,7,43.01
Oncorhynchus mykiss,2016,Nitrate,42,82,4,8,41.02
Oncorhynchus mykiss,2016,Nitrate,42,82,4,9,34.8
Oncorhynchus mykiss,2016,Nitrate,42,82,4,10,41.16
Oncorhynchus mykiss,2016,Nitrate,42,166.3,1,1,42.08
Oncorhynchus mykiss,2016,Nitrate,42,166.3,1,2,39.97
Oncorhynchus mykiss,2016,Nitrate,42,166.3,1,3,39.7
Oncorhynchus mykiss,2016,Nitrate,42,166.3,1,4,27.67
Oncorhynchus mykiss,2016,Nitrate,42,166.3,1,5,39.22
Oncorhynchus mykiss,2016,Nitrate,42,166.3,1,6,44.23
Oncorhynchus mykiss,2016,Nitrate,42,166.3,1,7,39.7
Oncorhynchus mykiss,2016,Nitrate,42,166.3,1,8,41.32
Oncorhynchus mykiss,2016,Nitrate,42,166.3,1,9,39.04
Oncorhynchus mykiss,2016,Nitrate,42,166.3,1,10,38.61
Oncorhynchus mykiss,2016,Nitrate,42,166.3,2,1,38.97
Oncorhynchus mykiss,2016,Nitrate,42,166.3,2,2,37.06
Oncorhynchus mykiss,2016,Nitrate,42,166.3,2,3,36.73
Oncorhynchus mykiss,2016,Nitrate,42,166.3,2,4,38.87
Oncorhynchus mykiss,2016,Nitrate,42,166.3,2,5,43.28
Oncorhynchus mykiss,2016,Nitrate,42,166.3,2,6,39.21
Oncorhynchus mykiss,2016,Nitrate,42,166.3,2,7,39.14
Oncorhynchus mykiss,2016,Nitrate,42,166.3,2,8,43.77
Oncorhynchus mykiss,2016,Nitrate,42,166.3,2,9,39.03
Oncorhynchus mykiss,2016,Nitrate,42,166.3,2,10,39.22
Oncorhynchus mykiss,2016,Nitrate,42,166.3,3,1,38.74
Oncorhynchus mykiss,2016,Nitrate,42,166.3,3,2,38.06
Oncorhynchus mykiss,2016,Nitrate,42,166.3,3,3,40.92
Oncorhynchus mykiss,2016,Nitrate,42,166.3,3,4,38.22
Oncorhynchus mykiss,2016,Nitrate,42,166.3,3,5,40.49
Oncorhynchus mykiss,2016,Nitrate,42,166.3,3,6,46.67
Oncorhynchus mykiss,2016,Nitrate,42,166.3,3,7,38.76
Oncorhynchus mykiss,2016,Nitrate,42,166.3,3,8,40.37
Oncorhynchus mykiss,2016,Nitrate,42,166.3,3,9,41.91
Oncorhynchus mykiss,2016,Nitrate,42,166.3,3,10,37.79
Oncorhynchus mykiss,2016,Nitrate,42,166.3,4,1,37.38
Oncorhynchus mykiss,2016,Nitrate,42,166.3,4,2,42.77
Oncorhynchus mykiss,2016,Nitrate,42,166.3,4,3,40.03
Oncorhynchus mykiss,2016,Nitrate,42,166.3,4,4,37.53
Oncorhynchus mykiss,2016,Nitrate,42,166.3,4,5,40.8
Oncorhynchus mykiss,2016,Nitrate,42,166.3,4,6,41.96
Oncorhynchus mykiss,2016,Nitrate,42,166.3,4,7,29.72
Oncorhynchus mykiss,2016,Nitrate,42,166.3,4,8,38.38
Oncorhynchus mykiss,2016,Nitrate,42,166.3,4,9,40.18
Oncorhynchus mykiss,2016,Nitrate,42,166.3,4,10,39.67
